outcome	gene_name	exposure	method	nsnp	b	se	pval	tissue	adjusted_pval	gene_chr	gene_start	gene_end
genus.Akkermansia.id.4037	LINC01481	ENSG00000257613.1	Inverse variance weighted	4	-0.0820082125358904	0.0232708145960107	0.000424955908571835	Transverse	0.0355332416397846	chr12	70219132	70221862
genus.Akkermansia.id.4037	LPCAT3	ENSG00000111684.10	Inverse variance weighted	19	0.125424461098155	0.0334898464754771	0.000180286829195958	Transverse	0.0195358695736457	chr12	6980707	7018510
genus.Akkermansia.id.4037	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	-0.0434016026785021	0.00383325216053491	1.0165382059994e-29	Transverse	2.60751678067118e-26	chr12	6904733	6914243
genus.Akkermansia.id.4037	M6PR	ENSG00000003056.7	Inverse variance weighted	33	0.107435465937627	0.0159553662182183	1.65629125406541e-11	Transverse	1.36143436918433e-08	chr12	8941468	8949955
genus.Akkermansia.id.4037	NECAP1	ENSG00000089818.17	Inverse variance weighted	25	-0.0829844192552582	0.0166785427471997	6.50727905618623e-07	Transverse	0.000214791577694932	chr12	8076939	8097859
genus.Akkermansia.id.4037	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	236	0.034022728045971	0.00184837258379357	1.15750043217691e-75	Transverse	1.84969288006238e-71	chr12	9277235	9313241
genus.Akkermansia.id.4037	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	0.0231985944898006	0.0027988743997489	1.14642851767289e-16	Transverse	1.44868360804697e-13	chr12	9398355	9414851
genus.Akkermansia.id.4037	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	0.0280209086971849	0.00293933612996189	1.52693544628558e-21	Transverse	2.54930840158928e-18	chr12	9367464	9397617
genus.Akkermansia.id.4037	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	-0.0351220436895719	0.00318984510335544	3.39810231114531e-28	Transverse	7.91185850234529e-25	chr12	6870949	6889358
genus.Alistipes.id.968	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	-0.00662599992677834	0.00144814259111938	4.75047138476219e-06	Transverse	0.001155086029109	chr12	9228533	9275817
genus.Alistipes.id.968	ABCB9	ENSG00000150967.17	Inverse variance weighted	6	-0.0779761691562072	0.0183635709804886	2.17385686649745e-05	Transverse	0.00398466600709317	chr12	122920951	122981570
genus.Alistipes.id.968	ALG10B	ENSG00000175548.8	Inverse variance weighted	11	-0.0817775174325942	0.0211837239781297	0.000113204418461922	Transverse	0.0139708924917086	chr12	38316578	38329728
genus.Alistipes.id.968	ARL6IP4	ENSG00000182196.13	Inverse variance weighted	3	0.157705690827096	0.0444107323924331	0.000383666017566908	Transverse	0.0331907227080015	chr12	122981650	122982913
genus.Alistipes.id.968	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	-0.02671658522545	0.00530763976210839	4.81330002047841e-07	Transverse	0.000165401498059124	chr12	9664969	9699555
genus.Alistipes.id.968	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	-0.139625465150013	0.006053692675436	1.05195448425379e-117	Transverse	7.12225783564029e-113	chr12	9715860	9733299
genus.Alistipes.id.968	CLSTN3	ENSG00000139182.13	Inverse variance weighted	27	0.0475210262008027	0.0095657045926415	6.7697813122761e-07	Transverse	0.000222385414484306	chr12	7130253	7158945
genus.Alistipes.id.968	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	-0.0131781968234927	0.00232072421190599	1.35893222375688e-08	Transverse	6.91231165670119e-06	chr12	9415641	9416718
genus.Alistipes.id.968	DDX12P	ENSG00000214826.5	Inverse variance weighted	240	-0.0340089399073475	0.00399039523976219	1.55876702093968e-17	Transverse	2.07469229374206e-14	chr12	9418673	9448229
genus.Alistipes.id.968	FAM86FP	ENSG00000164845.16	Inverse variance weighted	69	-0.0177303743094596	0.00306800775290617	7.5093904428177e-09	Transverse	4.0033329128423e-06	chr12	8232512	8242948
genus.Alistipes.id.968	KLRF1	ENSG00000150045.11	Inverse variance weighted	39	-0.0992607077321801	0.00963639176236523	7.00163206440297e-25	Transverse	1.3953314453118e-21	chr12	9827481	9845007
genus.Alistipes.id.968	KLRG1	ENSG00000139187.9	Inverse variance weighted	79	-0.06671860461696	0.00714582360565634	9.9357984297447e-21	Transverse	1.59546231113446e-17	chr12	8950044	9010760
genus.Alistipes.id.968	LINC00937	ENSG00000226091.7	Inverse variance weighted	49	-0.0322046770294459	0.00717852614632875	7.24870133598093e-06	Transverse	0.00163605459340279	chr12	8295986	8396803
genus.Alistipes.id.968	M6PR	ENSG00000003056.7	Inverse variance weighted	33	-0.06097382751933	0.0130373131662828	2.91285840240566e-06	Transverse	0.000767924271864459	chr12	8941468	8949955
genus.Alistipes.id.968	NECAP1	ENSG00000089818.17	Inverse variance weighted	25	-0.0951242087331786	0.0137597382838397	4.73747405060929e-12	Transverse	4.15706884811292e-09	chr12	8076939	8097859
genus.Alistipes.id.968	OGFOD2	ENSG00000111325.16	Inverse variance weighted	4	-0.230294600320831	0.0617293450652963	0.000190937038440113	Transverse	0.0203642444205989	chr12	122974683	122978897
genus.Alistipes.id.968	PHC1	ENSG00000111752.10	Inverse variance weighted	23	-0.119516128771057	0.0229430570423125	1.89605099234733e-07	Transverse	7.35324243684246e-05	chr12	8913896	8940362
genus.Alistipes.id.968	POU5F1P3	ENSG00000235602.5	Inverse variance weighted	13	0.0440921013092632	0.0119362470377177	0.000220782565336755	Transverse	0.0225658341122179	chr12	8133772	8134849
genus.Alistipes.id.968	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	237	-0.00594338605640955	0.00152008187250496	9.2329826157977e-05	Transverse	0.0120093656946907	chr12	9277235	9313241
genus.Alistipes.id.968	RP11-273B20.1	ENSG00000256967.1	Inverse variance weighted	47	0.0367361905858614	0.00634725671722818	7.13451371667671e-09	Transverse	3.82169592861309e-06	chr12	7129079	7131198
genus.Alistipes.id.968	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0304552997951758	0.00231693668846334	1.82671673975549e-39	Transverse	6.76224253363385e-36	chr12	9398355	9414851
genus.Alistipes.id.968	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0365264608948366	0.0034280049403574	1.6469215748856e-26	Transverse	3.56065828457977e-23	chr12	9617284	9658412
genus.Alistipes.id.968	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0200441646751881	0.00244146454325081	2.21384173808103e-16	Transverse	2.74891403731539e-13	chr12	9367464	9397617
genus.Allisonella.id.2174	A2MP1	ENSG00000256069.7	Inverse variance weighted	270	-0.0183147959698413	0.00339317978281182	6.7563880537208e-08	Transverse	2.92836381750882e-05	chr12	9228533	9275817
genus.Allisonella.id.2174	ABCB9	ENSG00000150967.17	Inverse variance weighted	5	0.241252057361738	0.0471964516856681	3.19345809915723e-07	Transverse	0.000115670801955944	chr12	122920951	122981570
genus.Allisonella.id.2174	ALG10	ENSG00000139133.6	Inverse variance weighted	5	0.218425360659694	0.0535936543214916	4.58993017745682e-05	Transverse	0.0071055408251895	chr12	34024135	34029694
genus.Allisonella.id.2174	ALG10B	ENSG00000175548.8	Inverse variance weighted	10	-0.297144185830791	0.0470078216873717	2.59599054070473e-10	Transverse	1.81050108517748e-07	chr12	38316578	38329728
genus.Allisonella.id.2174	ARL6IP4	ENSG00000182196.13	Inverse variance weighted	3	-0.408399024766166	0.103537629825353	7.99832721610794e-05	Transverse	0.0108140292597248	chr12	122981650	122982913
genus.Allisonella.id.2174	ATN1	ENSG00000111676.14	Inverse variance weighted	83	0.183174656969634	0.025807170863266	1.26739977855741e-12	Transverse	1.17886965881226e-09	chr12	6924463	6942321
genus.Allisonella.id.2174	C12orf57	ENSG00000111678.10	Inverse variance weighted	80	0.0807966055068918	0.0115214581389756	2.33751317960291e-12	Transverse	2.12731890107908e-09	chr12	6943433	6946003
genus.Allisonella.id.2174	C12orf65	ENSG00000130921.7	Inverse variance weighted	3	-0.398601872722671	0.0976108619448789	4.43469390030349e-05	Transverse	0.00692200213538908	chr12	123232916	123257959
genus.Allisonella.id.2174	C3AR1	ENSG00000171860.4	Inverse variance weighted	19	0.180386146829821	0.0333799132406946	6.51590124111356e-08	Transverse	2.83272145220084e-05	chr12	8058302	8066471
genus.Allisonella.id.2174	CDK2AP1	ENSG00000111328.6	Inverse variance weighted	5	-0.363187344578326	0.0600725427573491	1.48658677542162e-09	Transverse	9.14994160272007e-07	chr12	123261484	123272334
genus.Allisonella.id.2174	CLECL1	ENSG00000184293.7	Inverse variance weighted	93	0.162043145325705	0.0144334553778693	3.00805732741248e-29	Transverse	7.46296992419822e-26	chr12	9715860	9733299
genus.Allisonella.id.2174	COX14	ENSG00000178449.8	Inverse variance weighted	4	-0.366504917372817	0.0941991585378489	9.99368606097337e-05	Transverse	0.0127323242353232	chr12	50111979	50120457
genus.Allisonella.id.2174	CPNE8	ENSG00000139117.13	Inverse variance weighted	9	-0.229913011758486	0.0616650741208613	0.000192687575549663	Transverse	0.0204929381794228	chr12	38646822	38907430
genus.Allisonella.id.2174	GNB3	ENSG00000111664.10	Inverse variance weighted	95	0.0821712552164732	0.0121334810208153	1.26773952911409e-11	Transverse	1.05759649257764e-08	chr12	6840211	6847393
genus.Allisonella.id.2174	KANSL2	ENSG00000139620.12	Inverse variance weighted	2	0.135379312794363	0.0359973628265189	0.000169362710050538	Transverse	0.0186850208743964	chr12	48653401	48682238
genus.Allisonella.id.2174	LRRC23	ENSG00000010626.14	Inverse variance weighted	84	-0.054481585228234	0.00740545785185385	1.88159389299719e-13	Transverse	1.90889035960735e-10	chr12	6904733	6914243
genus.Allisonella.id.2174	MPHOSPH9	ENSG00000051825.14	Inverse variance weighted	2	0.514550450144003	0.117806198104531	1.25521222552206e-05	Transverse	0.00255793858352547	chr12	123152320	123244014
genus.Allisonella.id.2174	NECAP1	ENSG00000089818.17	Inverse variance weighted	25	-0.159003722693897	0.0318015361884868	5.73673354608345e-07	Transverse	0.000192405301786313	chr12	8076939	8097859
genus.Allisonella.id.2174	OGFOD2	ENSG00000111325.16	Inverse variance weighted	4	0.754644064324393	0.144775307220417	1.86293309394262e-07	Transverse	7.24117787394566e-05	chr12	122974683	122978897
genus.Allisonella.id.2174	RP11-282O18.3	ENSG00000235423.8	Inverse variance weighted	2	-0.388312505518416	0.0927164508815627	2.81209535273492e-05	Transverse	0.00487397655791086	chr12	123252030	123260970
genus.Allisonella.id.2174	RP11-396F22.1	ENSG00000257718.1	Inverse variance weighted	6	-0.125869801523234	0.0329848261703899	0.000135637419477247	Transverse	0.0159367308972401	chr12	38906451	38909592
genus.Allisonella.id.2174	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	139	-0.0796208591603865	0.0123820123642635	1.2729788017737e-10	Transverse	9.28055293685281e-08	chr12	9617284	9658412
genus.Allisonella.id.2174	RP11-967K21.1	ENSG00000247934.4	Inverse variance weighted	4	0.178427461835192	0.0403468918218045	9.76400216387786e-06	Transverse	0.00208453465498326	chr12	28163298	28190738
genus.Allisonella.id.2174	RP4-605O3.4	ENSG00000272368.2	Inverse variance weighted	4	0.129309003166109	0.0342033595619799	0.000156454868286992	Transverse	0.0176515313357345	chr12	50123364	50165618
genus.Allisonella.id.2174	SLC2A14	ENSG00000173262.11	Inverse variance weighted	21	-0.0693406995947296	0.0129356264851627	8.30177225198744e-08	Transverse	3.51179161989325e-05	chr12	7812512	7891148
genus.Allisonella.id.2174	SPSB2	ENSG00000111671.9	Inverse variance weighted	84	-0.0433222022495131	0.00613537604137227	1.65248097542792e-12	Transverse	1.52164872182219e-09	chr12	6870949	6889358
genus.Allisonella.id.2174	TAS2R43	ENSG00000255374.3	Inverse variance weighted	4	-0.0723914422744098	0.0191182227670126	0.000152774717215337	Transverse	0.0173558204046649	chr12	11091287	11092313
genus.Anaerofilum.id.2053	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	-0.0159363009984039	0.00268731701867894	3.02584007527665e-09	Transverse	1.75928838130418e-06	chr12	9228533	9275817
genus.Anaerofilum.id.2053	ALG10	ENSG00000139133.6	Inverse variance weighted	6	0.253134689934086	0.0392668782050754	1.14448014827955e-10	Transverse	8.41768748053786e-08	chr12	34024135	34029694
genus.Anaerofilum.id.2053	ALG10B	ENSG00000175548.8	Inverse variance weighted	10	-0.240290725765534	0.037279120958438	1.15053912525149e-10	Transverse	8.45741587444509e-08	chr12	38316578	38329728
genus.Anaerofilum.id.2053	ATN1	ENSG00000111676.14	Inverse variance weighted	85	-0.28853636256983	0.0204536475955211	3.44673514389438e-45	Transverse	1.58069977020678e-41	chr12	6924463	6942321
genus.Anaerofilum.id.2053	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	-0.129685208654441	0.0091577771827325	1.59227960408402e-45	Transverse	7.39458671947893e-42	chr12	6943433	6946003
genus.Anaerofilum.id.2053	C3AR1	ENSG00000171860.4	Inverse variance weighted	20	0.162098887092552	0.0264227950325893	8.52598164693162e-10	Transverse	5.50039125411465e-07	chr12	8058302	8066471
genus.Anaerofilum.id.2053	CDCA3	ENSG00000111665.11	Inverse variance weighted	26	-0.154949391890248	0.0315517613591919	9.06322517047955e-07	Transverse	0.000286037476525492	chr12	6844793	6852066
genus.Anaerofilum.id.2053	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.0543035803874729	0.0111996876402497	1.24292496672604e-06	Transverse	0.000374097440938592	chr12	8509475	8522366
genus.Anaerofilum.id.2053	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	-0.173648631335978	0.0112726435466626	1.52834347541893e-53	Transverse	1.0056539156325e-49	chr12	9715860	9733299
genus.Anaerofilum.id.2053	CPNE8	ENSG00000139117.13	Inverse variance weighted	9	-0.238924231449607	0.0388094735101898	7.4446312765564e-10	Transverse	4.84652654403126e-07	chr12	38646822	38907430
genus.Anaerofilum.id.2053	FAM86FP	ENSG00000164845.16	Inverse variance weighted	69	0.0221487656196389	0.00559991661870828	7.6472057039464e-05	Transverse	0.0104541202779257	chr12	8232512	8242948
genus.Anaerofilum.id.2053	GNB3	ENSG00000111664.10	Inverse variance weighted	96	-0.117759193230285	0.00962661978890718	2.08006389839024e-34	Transverse	6.61504029312661e-31	chr12	6840211	6847393
genus.Anaerofilum.id.2053	KLRG1	ENSG00000139187.9	Inverse variance weighted	79	0.0567339835776266	0.0132971609138984	1.98453365684337e-05	Transverse	0.0037097931751726	chr12	8950044	9010760
genus.Anaerofilum.id.2053	LINC00612	ENSG00000214851.4	Inverse variance weighted	13	0.111090730912706	0.0219751598647592	4.29744946145195e-07	Transverse	0.000149775602816702	chr12	9055586	9065070
genus.Anaerofilum.id.2053	LINC00937	ENSG00000226091.7	Inverse variance weighted	48	0.061836304474283	0.0109552338326274	1.6570706427749e-08	Transverse	8.2387635640804e-06	chr12	8295986	8396803
genus.Anaerofilum.id.2053	LINC01252	ENSG00000247157.6	Inverse variance weighted	4	0.0543606194118806	0.0132779585838318	4.23903789662996e-05	Transverse	0.00668843021591475	chr12	11548030	11590369
genus.Anaerofilum.id.2053	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	0.0829477316770816	0.0058683781606536	2.3213967260924e-45	Transverse	1.07033445930524e-41	chr12	6904733	6914243
genus.Anaerofilum.id.2053	M6PR	ENSG00000003056.7	Inverse variance weighted	33	0.105353642052312	0.0245497731098399	1.77525866190245e-05	Transverse	0.00338875777767918	chr12	8941468	8949955
genus.Anaerofilum.id.2053	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	229	-0.0146991541709257	0.00284305824584665	2.33854847855231e-07	Transverse	8.84533099108291e-05	chr12	9277235	9313241
genus.Anaerofilum.id.2053	RP11-396F22.1	ENSG00000257718.1	Inverse variance weighted	6	-0.09416891766425	0.024640303668591	0.000132511540487737	Transverse	0.0156775667364777	chr12	38906451	38909592
genus.Anaerofilum.id.2053	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0434324888296919	0.00631470345365534	6.07014717426275e-12	Transverse	5.27965312659617e-09	chr12	9617284	9658412
genus.Anaerofilum.id.2053	RP3-424M6.4	ENSG00000278993.1	Inverse variance weighted	5	-0.168311281303411	0.0355350729649709	2.17458601904194e-06	Transverse	0.000601715762952346	chr12	110501614	110503441
genus.Anaerofilum.id.2053	SLC2A14	ENSG00000173262.11	Inverse variance weighted	21	-0.0501200290639706	0.0106252809179273	2.39283620200258e-06	Transverse	0.000651243265614285	chr12	7812512	7891148
genus.Anaerofilum.id.2053	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	0.0704924002302528	0.00488274938237793	3.02602435629857e-47	Transverse	1.50006265966116e-43	chr12	6870949	6889358
genus.Anaerofilum.id.2053	TAS2R14	ENSG00000212127.5	Inverse variance weighted	2	0.0928356100439671	0.0247726391435944	0.000178601674556299	Transverse	0.0194063942174888	chr12	10937406	10939263
genus.Anaerofilum.id.2053	TAS2R20	ENSG00000255837.1	Inverse variance weighted	3	0.114127165491941	0.0308441976496052	0.000215499390103932	Transverse	0.0221907014554931	chr12	10996495	10997875
genus.Anaerofilum.id.2053	VPS29	ENSG00000111237.18	Inverse variance weighted	6	-0.156907560597827	0.0452794289300302	0.000529607440182488	Transverse	0.0413234975036817	chr12	110491097	110501559
genus.Anaerostipes.id.1991	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	-0.0329217705611431	0.00147113936223773	6.38715858370013e-111	Transverse	3.57235168099084e-106	chr12	9228533	9275817
genus.Anaerostipes.id.1991	ADAM1B	ENSG00000226469.1	Inverse variance weighted	10	0.035955821250019	0.00938982831812254	0.00012854432958404	Transverse	0.0153145434457292	chr12	111927018	111929017
genus.Anaerostipes.id.1991	ALG10	ENSG00000139133.6	Inverse variance weighted	6	-0.0962112539065973	0.0217228850968203	9.46589854836263e-06	Transverse	0.00203263678867771	chr12	34024135	34029694
genus.Anaerostipes.id.1991	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	-0.0614449642703308	0.00468240956454876	2.44695516981979e-39	Transverse	8.94247413545548e-36	chr12	9664969	9699555
genus.Anaerostipes.id.1991	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.0574337129728391	0.00665033841299692	5.81091201098073e-18	Transverse	7.93538020845601e-15	chr12	8509475	8522366
genus.Anaerostipes.id.1991	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	-0.0473317881374417	0.00236528074092929	4.41117408387654e-89	Transverse	1.04119491479419e-84	chr12	9415641	9416718
genus.Anaerostipes.id.1991	DDX12P	ENSG00000214826.5	Inverse variance weighted	240	-0.0373818782992332	0.00519045251510683	5.93156291030892e-13	Transverse	5.71774662420895e-10	chr12	9418673	9448229
genus.Anaerostipes.id.1991	KLRG1	ENSG00000139187.9	Inverse variance weighted	79	0.0528412200443665	0.00728065250919218	3.93556422544435e-13	Transverse	3.8676013306268e-10	chr12	8950044	9010760
genus.Anaerostipes.id.1991	LINC00612	ENSG00000214851.4	Inverse variance weighted	13	0.0603523692207516	0.0120917912583423	6.00099328763146e-07	Transverse	0.000200112646942575	chr12	9055586	9065070
genus.Anaerostipes.id.1991	LINC00937	ENSG00000226091.7	Inverse variance weighted	49	0.034658444213939	0.00608105743233475	1.20222230770108e-08	Transverse	6.17748258643951e-06	chr12	8295986	8396803
genus.Anaerostipes.id.1991	LMBR1L	ENSG00000139636.15	Inverse variance weighted	3	0.186634368711159	0.0493510232532235	0.000155715308934123	Transverse	0.0175958709448622	chr12	49096551	49110898
genus.Anaerostipes.id.1991	LPCAT3	ENSG00000111684.10	Inverse variance weighted	19	0.199159157050428	0.0284715399743667	2.65210095889753e-12	Transverse	2.40172433158816e-09	chr12	6980707	7018510
genus.Anaerostipes.id.1991	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	-0.0117309889006635	0.00320982032006443	0.000257464565663134	Transverse	0.0251510141585015	chr12	6904733	6914243
genus.Anaerostipes.id.1991	M6PR	ENSG00000003056.7	Inverse variance weighted	33	0.070565280660986	0.01325503862351	1.01701531532595e-07	Transverse	4.2094061021838e-05	chr12	8941468	8949955
genus.Anaerostipes.id.1991	MAPKAPK5	ENSG00000089022.13	Inverse variance weighted	12	-0.136720583831529	0.031278659046441	1.23650448983612e-05	Transverse	0.00252541588188098	chr12	111843103	111902238
genus.Anaerostipes.id.1991	NECAP1	ENSG00000089818.17	Inverse variance weighted	25	-0.0941216087551222	0.0140051343947228	1.81092887918006e-11	Transverse	1.48285796023732e-08	chr12	8076939	8097859
genus.Anaerostipes.id.1991	POU5F1P3	ENSG00000235602.5	Inverse variance weighted	13	-0.0417068106123932	0.0121386034999507	0.000590627918381645	Transverse	0.0445052620987878	chr12	8133772	8134849
genus.Anaerostipes.id.1991	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	237	-0.030057864285646	0.00154833508330709	5.98974589260718e-84	Transverse	1.16745138901824e-79	chr12	9277235	9313241
genus.Anaerostipes.id.1991	RP11-266K4.13	ENSG00000276417.1	Inverse variance weighted	6	0.0848739004208535	0.0203799428889435	3.11926384663346e-05	Transverse	0.00527995823125818	chr12	8205984	8207397
genus.Anaerostipes.id.1991	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0400001620184712	0.00237709717356569	1.53926725294089e-63	Transverse	1.49441939460143e-59	chr12	9398355	9414851
genus.Anaerostipes.id.1991	RP11-96H19.1	ENSG00000257261.5	Inverse variance weighted	4	0.0710708692952044	0.0196666213538283	0.000301763578534705	Transverse	0.0281325621342285	chr12	46383679	46876159
genus.Anaerostipes.id.1991	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0141227956520583	0.0027681401989848	3.36246832347352e-07	Transverse	0.000120941211770578	chr12	9367464	9397617
genus.Anaerostipes.id.1991	SLC2A3	ENSG00000059804.15	Inverse variance weighted	4	-0.15706455548196	0.044223205844148	0.000382849823141861	Transverse	0.0331432418140808	chr12	7919230	7936275
genus.Anaerostipes.id.1991	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	-0.00924486837513724	0.00267034127998847	0.000536067598100312	Transverse	0.0416623174153124	chr12	6870949	6889358
genus.Anaerostipes.id.1991	TAPBPL	ENSG00000139192.11	Inverse variance weighted	3	-0.0708623169635614	0.0191809350972337	0.000220394386949449	Transverse	0.0225386944431065	chr12	6451719	6466517
genus.Anaerotruncus.id.2054	A2M	ENSG00000175899.14	Inverse variance weighted	100	0.066917605501095	0.00609685848004279	4.9988279325257e-28	Transverse	1.15035192455481e-24	chr12	9068183	9116229
genus.Anaerotruncus.id.2054	ATN1	ENSG00000111676.14	Inverse variance weighted	85	-0.075434276856225	0.0112974325343718	2.4368869287527e-11	Transverse	1.96231559356046e-08	chr12	6924463	6942321
genus.Anaerotruncus.id.2054	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	-0.0342771233152414	0.00506616939183374	1.32496068621896e-11	Transverse	1.10318627957841e-08	chr12	6943433	6946003
genus.Anaerotruncus.id.2054	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	0.036635463000084	0.00547648818812936	2.23796049744564e-11	Transverse	1.81006048042225e-08	chr12	9664969	9699555
genus.Anaerotruncus.id.2054	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	0.0235826109073982	0.00623603503313755	0.000155781358848284	Transverse	0.0176017994942111	chr12	9715860	9733299
genus.Anaerotruncus.id.2054	COQ5	ENSG00000110871.14	Inverse variance weighted	9	-0.0642949661037868	0.017460621711743	0.000231153792404316	Transverse	0.0232972995479257	chr12	120503274	120534350
genus.Anaerotruncus.id.2054	KLRF1	ENSG00000150045.11	Inverse variance weighted	39	-0.0749931863863866	0.00989558297391412	3.49706098407379e-14	Transverse	3.74571337602631e-11	chr12	9827481	9845007
genus.Anaerotruncus.id.2054	KLRG1	ENSG00000139187.9	Inverse variance weighted	79	0.0385714467630207	0.00735921069258591	1.59494367143814e-07	Transverse	6.28882012021354e-05	chr12	8950044	9010760
genus.Anaerotruncus.id.2054	LINC00937	ENSG00000226091.7	Inverse variance weighted	49	0.0530838807442838	0.00610622000780677	3.51716916331654e-18	Transverse	4.85979465719074e-15	chr12	8295986	8396803
genus.Anaerotruncus.id.2054	LPCAT3	ENSG00000111684.10	Inverse variance weighted	19	0.152055689498853	0.0285782902002009	1.03385029269221e-07	Transverse	4.26741487972981e-05	chr12	6980707	7018510
genus.Anaerotruncus.id.2054	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	0.0220674388965022	0.00324465334538688	1.03772898462447e-11	Transverse	8.75580270109415e-09	chr12	6904733	6914243
genus.Anaerotruncus.id.2054	M6PR	ENSG00000003056.7	Inverse variance weighted	33	-0.0715105560936758	0.0134508889243768	1.05829531429855e-07	Transverse	4.35992250067921e-05	chr12	8941468	8949955
genus.Anaerotruncus.id.2054	PHC1	ENSG00000111752.10	Inverse variance weighted	23	-0.0935947834269616	0.0235951285029453	7.28747918884263e-05	Transverse	0.0100959310657813	chr12	8913896	8940362
genus.Anaerotruncus.id.2054	RP11-266K4.13	ENSG00000276417.1	Inverse variance weighted	6	-0.0848973226680262	0.0205946862449981	3.75120302218841e-05	Transverse	0.00609907710349088	chr12	8205984	8207397
genus.Anaerotruncus.id.2054	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0204959593656202	0.00352442574406336	6.0487640236244e-09	Transverse	3.30407634656913e-06	chr12	9617284	9658412
genus.Anaerotruncus.id.2054	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0183398918465172	0.00250998970350278	2.73661128217605e-13	Transverse	2.73532484097503e-10	chr12	9367464	9397617
genus.Anaerotruncus.id.2054	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	0.0189400299045614	0.00269964611570507	2.28726174874885e-12	Transverse	2.08305987772161e-09	chr12	6870949	6889358
genus.Bacteroides.id.918	A2M	ENSG00000175899.14	Inverse variance weighted	100	0.0941980309664208	0.00580789067962768	3.70326181236139e-59	Transverse	2.93160460253085e-55	chr12	9068183	9116229
genus.Bacteroides.id.918	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	0.007599732253446	0.0014149790698686	7.83381479255475e-08	Transverse	3.33798614775372e-05	chr12	9228533	9275817
genus.Bacteroides.id.918	ATN1	ENSG00000111676.14	Inverse variance weighted	85	0.1663984870988	0.0107439395774099	4.20309844245282e-54	Transverse	2.86076445549158e-50	chr12	6924463	6942321
genus.Bacteroides.id.918	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	0.0755204861379327	0.00481917348999856	2.39402724192096e-55	Transverse	1.70618541488693e-51	chr12	6943433	6946003
genus.Bacteroides.id.918	C1RL-AS1	ENSG00000205885.7	Inverse variance weighted	16	0.0910548433946849	0.0141058680441992	1.08144702921059e-10	Transverse	7.97916863287271e-08	chr12	7108052	7122501
genus.Bacteroides.id.918	CAPS2	ENSG00000180881.19	Inverse variance weighted	4	-0.0687417200559779	0.0198371036947101	0.000529619987129304	Transverse	0.0413234975036817	chr12	75275979	75390928
genus.Bacteroides.id.918	CDCA3	ENSG00000111665.11	Inverse variance weighted	26	0.0965207658460483	0.016655692494229	6.82960632742135e-09	Transverse	3.67520243947425e-06	chr12	6844793	6852066
genus.Bacteroides.id.918	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	-0.0318478532748482	0.00449386962844403	1.37094618292579e-12	Transverse	1.27150563445193e-09	chr12	9664969	9699555
genus.Bacteroides.id.918	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	-0.0858203875546673	0.00593189678052382	1.94091454787958e-47	Transverse	9.69624376628952e-44	chr12	9715860	9733299
genus.Bacteroides.id.918	CLSTN3	ENSG00000139182.13	Inverse variance weighted	27	0.0781816038966188	0.00940420194439561	9.29390960234776e-17	Transverse	1.18197121531509e-13	chr12	7130253	7158945
